ddi_id,drug1,drug2,description,level
5648,Riociguat,Itraconazole,ITRACONAZOLE/RIOCIGUAT [VA Drug Interaction],MODERATE
5649,Crizotinib,Eplerenone,CRIZOTINIB/EPLERENONE [VA Drug Interaction],MODERATE
5650,Crizotinib,Everolimus,CRIZOTINIB/EVEROLIMUS [VA Drug Interaction],MODERATE
5651,Crizotinib,Lomitapide,CRIZOTINIB/LOMITAPIDE [VA Drug Interaction],MAJOR
5652,Crizotinib,Colchicine,COLCHICINE/CRIZOTINIB [VA Drug Interaction],MODERATE
5653,Crizotinib,Tolvaptan,CRIZOTINIB/TOLVAPTAN [VA Drug Interaction],MODERATE
5654,Vortioxetine,Tapentadol,TAPENTADOL/VORTIOXETINE [VA Drug Interaction],MODERATE
5655,Vortioxetine,Linezolid,LINEZOLID/VORTIOXETINE [VA Drug Interaction],MAJOR
5656,Vortioxetine,Phentermine,PHENTERMINE/VORTIOXETINE [VA Drug Interaction],MODERATE
5657,Vortioxetine,Fenfluramine,FENFLURAMINE/VORTIOXETINE [VA Drug Interaction],MAJOR
5658,Vortioxetine,Warfarin,VORTIOXETINE/WARFARIN [VA Drug Interaction],MODERATE
5659,Vortioxetine,Bupropion,BUPROPION/VORTIOXETINE [VA Drug Interaction],MODERATE
5660,Vortioxetine,Cinacalcet,CINACALCET/VORTIOXETINE [VA Drug Interaction],MODERATE
5661,Vortioxetine,Fluoxetine,FLUOXETINE/VORTIOXETINE [VA Drug Interaction],MODERATE
5662,Vortioxetine,Paroxetine,PAROXETINE/VORTIOXETINE [VA Drug Interaction],MODERATE
5663,Vortioxetine,Quinidine,QUINIDINE/VORTIOXETINE [VA Drug Interaction],MODERATE
5664,Vortioxetine,Selegiline,SELEGILINE/VORTIOXETINE [VA Drug Interaction],MAJOR
5665,Vortioxetine,Rasagiline,RASAGILINE/VORTIOXETINE [VA Drug Interaction],MODERATE
5666,Vortioxetine,Isocarboxazid,ISOCARBOXAZID/VORTIOXETINE [VA Drug Interaction],MAJOR
5667,Vortioxetine,Phenelzine,PHENELZINE/VORTIOXETINE [VA Drug Interaction],MAJOR
5668,Vortioxetine,Procarbazine,PROCARBAZINE/VORTIOXETINE [VA Drug Interaction],MAJOR
5669,Vortioxetine,Tranylcypromine,TRANYLCYPROMINE/VORTIOXETINE [VA Drug Interaction],MAJOR
5670,Vortioxetine,Almotriptan,ALMOTRIPTAN/VORTIOXETINE [VA Drug Interaction],MODERATE
5671,Vortioxetine,Eletriptan,ELETRIPTAN/VORTIOXETINE [VA Drug Interaction],MODERATE
5672,Vortioxetine,Frovatriptan,FROVATRIPTAN/VORTIOXETINE [VA Drug Interaction],MODERATE
5673,Vortioxetine,Rizatriptan,RIZATRIPTAN/VORTIOXETINE [VA Drug Interaction],MODERATE
5674,Vortioxetine,Sumatriptan,SUMATRIPTAN/VORTIOXETINE [VA Drug Interaction],MODERATE
5675,Vortioxetine,Zolmitriptan,VORTIOXETINE/ZOLMITRIPTAN [VA Drug Interaction],MODERATE
5676,Macitentan,Boceprevir,BOCEPREVIR/MACITENTAN [VA Drug Interaction],MODERATE
5677,Macitentan,Clarithromycin,CLARITHROMYCIN/MACITENTAN [VA Drug Interaction],MODERATE
5678,Macitentan,Conivaptan,CONIVAPTAN/MACITENTAN [VA Drug Interaction],MODERATE
5679,Macitentan,Cobicistat,COBICISTAT/MACITENTAN [VA Drug Interaction],MODERATE
5680,Macitentan,Itraconazole,ITRACONAZOLE/MACITENTAN [VA Drug Interaction],MODERATE
5681,Macitentan,Ketoconazole,KETOCONAZOLE/MACITENTAN [VA Drug Interaction],MODERATE
5682,Macitentan,Nefazodone,MACITENTAN/NEFAZODONE [VA Drug Interaction],MODERATE
5683,Macitentan,Posaconazole,MACITENTAN/POSACONAZOLE [VA Drug Interaction],MODERATE
5684,Macitentan,Ritonavir,MACITENTAN/RITONAVIR [VA Drug Interaction],MODERATE
5685,Macitentan,Saquinavir,MACITENTAN/SAQUINAVIR [VA Drug Interaction],MODERATE
5686,Macitentan,Telaprevir,MACITENTAN/TELAPREVIR [VA Drug Interaction],MODERATE
5687,Macitentan,Telithromycin,MACITENTAN/TELITHROMYCIN [VA Drug Interaction],MODERATE
5688,Macitentan,Tipranavir,MACITENTAN/TIPRANAVIR [VA Drug Interaction],MODERATE
5689,Macitentan,Voriconazole,MACITENTAN/VORICONAZOLE [VA Drug Interaction],MODERATE
5690,Cabazitaxel,Boceprevir,BOCEPREVIR/CABAZITAXEL [VA Drug Interaction],MODERATE
5691,Docetaxel,Boceprevir,BOCEPREVIR/DOCETAXEL [VA Drug Interaction],MODERATE
5692,Cabazitaxel,Conivaptan,CABAZITAXEL/CONIVAPTAN [VA Drug Interaction],MODERATE
5693,Docetaxel,Conivaptan,CONIVAPTAN/DOCETAXEL [VA Drug Interaction],MODERATE
5694,Docetaxel,Lopinavir,DOCETAXEL/LOPINAVIR [VA Drug Interaction],MODERATE
5695,Cabazitaxel,Posaconazole,CABAZITAXEL/POSACONAZOLE [VA Drug Interaction],MODERATE
5696,Docetaxel,Posaconazole,DOCETAXEL/POSACONAZOLE [VA Drug Interaction],MODERATE
5697,Cabazitaxel,Telaprevir,CABAZITAXEL/TELAPREVIR [VA Drug Interaction],MODERATE
5698,Docetaxel,Telaprevir,DOCETAXEL/TELAPREVIR [VA Drug Interaction],MODERATE
5699,Ibrutinib,Amprenavir,AMPRENAVIR/IBRUTINIB [VA Drug Interaction],MODERATE
5700,Ibrutinib,Aprepitant,APREPITANT/IBRUTINIB [VA Drug Interaction],MODERATE
5701,Ibrutinib,Atazanavir,ATAZANAVIR/IBRUTINIB [VA Drug Interaction],MODERATE
5702,Ibrutinib,Cimetidine,CIMETIDINE/IBRUTINIB [VA Drug Interaction],MODERATE
5703,Ibrutinib,Ciprofloxacin,CIPROFLOXACIN/IBRUTINIB [VA Drug Interaction],MODERATE
5704,Ibrutinib,Crizotinib,CRIZOTINIB/IBRUTINIB [VA Drug Interaction],MODERATE
5705,Ibrutinib,Darunavir,DARUNAVIR/IBRUTINIB [VA Drug Interaction],MODERATE
5706,Ibrutinib,Diltiazem,DILTIAZEM/IBRUTINIB [VA Drug Interaction],MODERATE
5707,Ibrutinib,Dronedarone,DRONEDARONE/IBRUTINIB [VA Drug Interaction],MODERATE
5708,Ibrutinib,Erythromycin,ERYTHROMYCIN/IBRUTINIB [VA Drug Interaction],MODERATE
5709,Ibrutinib,Fluconazole,FLUCONAZOLE/IBRUTINIB [VA Drug Interaction],MODERATE
5710,Ibrutinib,Fosamprenavir,FOSAMPRENAVIR/IBRUTINIB [VA Drug Interaction],MODERATE
5711,Ibrutinib,Imatinib,IBRUTINIB/IMATINIB [VA Drug Interaction],MODERATE
5712,Ibrutinib,Lomitapide,IBRUTINIB/LOMITAPIDE [VA Drug Interaction],MODERATE
5713,Ibrutinib,Verapamil,IBRUTINIB/VERAPAMIL [VA Drug Interaction],MODERATE
5714,Ibrutinib,Deferiprone,DEFERIPRONE/IBRUTINIB [VA Drug Interaction],MODERATE
5715,Ibrutinib,Clozapine,CLOZAPINE/IBRUTINIB [VA Drug Interaction],MODERATE
5716,Ibrutinib,Carbamazepine,CARBAMAZEPINE/IBRUTINIB [VA Drug Interaction],MODERATE
5717,Ibrutinib,Dexamethasone,DEXAMETHASONE/IBRUTINIB [VA Drug Interaction],MODERATE
5718,Ibrutinib,Enzalutamide,ENZALUTAMIDE/IBRUTINIB [VA Drug Interaction],MODERATE
5719,Ibrutinib,Phenobarbital,IBRUTINIB/PHENOBARBITAL [VA Drug Interaction],MODERATE
5720,Ibrutinib,Phenytoin,IBRUTINIB/PHENYTOIN [VA Drug Interaction],MODERATE
5721,Ibrutinib,Primidone,IBRUTINIB/PRIMIDONE [VA Drug Interaction],MODERATE
5722,Ibrutinib,Rifabutin,IBRUTINIB/RIFABUTIN [VA Drug Interaction],MODERATE
5723,Ibrutinib,Boceprevir,BOCEPREVIR/IBRUTINIB [VA Drug Interaction],MODERATE
5724,Ibrutinib,Clarithromycin,CLARITHROMYCIN/IBRUTINIB [VA Drug Interaction],MODERATE
5725,Ibrutinib,Conivaptan,CONIVAPTAN/IBRUTINIB [VA Drug Interaction],MODERATE
5726,Ibrutinib,Cobicistat,COBICISTAT/IBRUTINIB [VA Drug Interaction],MODERATE
5727,Ibrutinib,Itraconazole,IBRUTINIB/ITRACONAZOLE [VA Drug Interaction],MODERATE
5728,Ibrutinib,Ketoconazole,IBRUTINIB/KETOCONAZOLE [VA Drug Interaction],MODERATE
5729,Ibrutinib,Nefazodone,IBRUTINIB/NEFAZODONE [VA Drug Interaction],MODERATE
5730,Ibrutinib,Posaconazole,IBRUTINIB/POSACONAZOLE [VA Drug Interaction],MODERATE
5731,Ibrutinib,Ritonavir,IBRUTINIB/RITONAVIR [VA Drug Interaction],MODERATE
5732,Ibrutinib,Saquinavir,IBRUTINIB/SAQUINAVIR [VA Drug Interaction],MODERATE
5733,Ibrutinib,Telaprevir,IBRUTINIB/TELAPREVIR [VA Drug Interaction],MODERATE
5734,Ibrutinib,Telithromycin,IBRUTINIB/TELITHROMYCIN [VA Drug Interaction],MODERATE
5735,Ibrutinib,Troleandomycin,IBRUTINIB/TROLEANDOMYCIN [VA Drug Interaction],MODERATE
5736,Ibrutinib,Voriconazole,IBRUTINIB/VORICONAZOLE [VA Drug Interaction],MODERATE
5737,Simeprevir,Amprenavir,AMPRENAVIR/SIMEPREVIR [VA Drug Interaction],MODERATE
5738,Simeprevir,Aprepitant,APREPITANT/SIMEPREVIR [VA Drug Interaction],MODERATE
5739,Simeprevir,Atazanavir,ATAZANAVIR/SIMEPREVIR [VA Drug Interaction],MODERATE
5740,Simeprevir,Boceprevir,BOCEPREVIR/SIMEPREVIR [VA Drug Interaction],MODERATE
5741,Simeprevir,Cimetidine,CIMETIDINE/SIMEPREVIR [VA Drug Interaction],MODERATE
5742,Simeprevir,Ciprofloxacin,CIPROFLOXACIN/SIMEPREVIR [VA Drug Interaction],MODERATE
5743,Simeprevir,Clarithromycin,CLARITHROMYCIN/SIMEPREVIR [VA Drug Interaction],MODERATE
5744,Simeprevir,Conivaptan,CONIVAPTAN/SIMEPREVIR [VA Drug Interaction],MODERATE
5745,Simeprevir,Crizotinib,CRIZOTINIB/SIMEPREVIR [VA Drug Interaction],MODERATE
5746,Simeprevir,Darunavir,DARUNAVIR/SIMEPREVIR [VA Drug Interaction],MODERATE
5747,Simeprevir,Diltiazem,DILTIAZEM/SIMEPREVIR [VA Drug Interaction],MODERATE
5748,Simeprevir,Dronedarone,DRONEDARONE/SIMEPREVIR [VA Drug Interaction],MODERATE
5749,Simeprevir,Cobicistat,COBICISTAT/SIMEPREVIR [VA Drug Interaction],MODERATE
5750,Simeprevir,Erythromycin,ERYTHROMYCIN/SIMEPREVIR [VA Drug Interaction],MODERATE
5751,Simeprevir,Fluconazole,FLUCONAZOLE/SIMEPREVIR [VA Drug Interaction],MODERATE
5752,Simeprevir,Fosamprenavir,FOSAMPRENAVIR/SIMEPREVIR [VA Drug Interaction],MODERATE
5753,Simeprevir,Fosaprepitant,FOSAPREPITANT/SIMEPREVIR [VA Drug Interaction],MODERATE
5754,Simeprevir,Imatinib,IMATINIB/SIMEPREVIR [VA Drug Interaction],MODERATE
5755,Simeprevir,Itraconazole,ITRACONAZOLE/SIMEPREVIR [VA Drug Interaction],MODERATE
5756,Simeprevir,Ketoconazole,KETOCONAZOLE/SIMEPREVIR [VA Drug Interaction],MODERATE
5757,Simeprevir,Nefazodone,NEFAZODONE/SIMEPREVIR [VA Drug Interaction],MODERATE
5758,Simeprevir,Posaconazole,POSACONAZOLE/SIMEPREVIR [VA Drug Interaction],MODERATE
5759,Simeprevir,Ritonavir,RITONAVIR/SIMEPREVIR [VA Drug Interaction],MODERATE
5760,Simeprevir,Saquinavir,SAQUINAVIR/SIMEPREVIR [VA Drug Interaction],MODERATE
5761,Simeprevir,Telaprevir,SIMEPREVIR/TELAPREVIR [VA Drug Interaction],MODERATE
5762,Simeprevir,Telithromycin,SIMEPREVIR/TELITHROMYCIN [VA Drug Interaction],MODERATE
5763,Simeprevir,Tipranavir,SIMEPREVIR/TIPRANAVIR [VA Drug Interaction],MODERATE
5764,Simeprevir,Troleandomycin,SIMEPREVIR/TROLEANDOMYCIN [VA Drug Interaction],MODERATE
5765,Simeprevir,Verapamil,SIMEPREVIR/VERAPAMIL [VA Drug Interaction],MODERATE
5766,Simeprevir,Voriconazole,SIMEPREVIR/VORICONAZOLE [VA Drug Interaction],MODERATE
5767,Simeprevir,Bosentan,BOSENTAN/SIMEPREVIR [VA Drug Interaction],MODERATE
5768,Simeprevir,Carbamazepine,CARBAMAZEPINE/SIMEPREVIR [VA Drug Interaction],MODERATE
5769,Simeprevir,Dabrafenib,DABRAFENIB/SIMEPREVIR [VA Drug Interaction],MODERATE
5770,Simeprevir,Dexamethasone,DEXAMETHASONE/SIMEPREVIR [VA Drug Interaction],MODERATE
5771,Simeprevir,Enzalutamide,ENZALUTAMIDE/SIMEPREVIR [VA Drug Interaction],MODERATE
5772,Simeprevir,Etravirine,ETRAVIRINE/SIMEPREVIR [VA Drug Interaction],MODERATE
5773,Simeprevir,Modafinil,MODAFINIL/SIMEPREVIR [VA Drug Interaction],MODERATE
5774,Simeprevir,Nafcillin,NAFCILLIN/SIMEPREVIR [VA Drug Interaction],MODERATE
5775,Simeprevir,Nevirapine,NEVIRAPINE/SIMEPREVIR [VA Drug Interaction],MODERATE
5776,Simeprevir,Oxcarbazepine,OXCARBAZEPINE/SIMEPREVIR [VA Drug Interaction],MODERATE
5777,Simeprevir,Phenobarbital,PHENOBARBITAL/SIMEPREVIR [VA Drug Interaction],MODERATE
5778,Simeprevir,Phenytoin,PHENYTOIN/SIMEPREVIR [VA Drug Interaction],MODERATE
5779,Simeprevir,Primidone,PRIMIDONE/SIMEPREVIR [VA Drug Interaction],MODERATE
5780,Simeprevir,Rifabutin,RIFABUTIN/SIMEPREVIR [VA Drug Interaction],MODERATE
5781,Simeprevir,Rifapentine,RIFAPENTINE/SIMEPREVIR [VA Drug Interaction],MODERATE
5782,Cisapride,Boceprevir,BOCEPREVIR/CISAPRIDE [VA Drug Interaction],MAJOR
5783,Cisapride,Telaprevir,CISAPRIDE/TELAPREVIR [VA Drug Interaction],MAJOR
5784,Cisapride,Simeprevir,CISAPRIDE/SIMEPREVIR [VA Drug Interaction],MAJOR
5785,Rosuvastatin,Simeprevir,ROSUVASTATIN/SIMEPREVIR [VA Drug Interaction],MAJOR
5786,Simeprevir,Efavirenz,EFAVIRENZ/SIMEPREVIR [VA Drug Interaction],MAJOR
5788,Sofosbuvir,Carbamazepine,CARBAMAZEPINE/SOFOSBUVIR [VA Drug Interaction],MAJOR
5789,Sofosbuvir,Oxcarbazepine,OXCARBAZEPINE/SOFOSBUVIR [VA Drug Interaction],MAJOR
5790,Sofosbuvir,Phenobarbital,PHENOBARBITAL/SOFOSBUVIR [VA Drug Interaction],MAJOR
5791,Sofosbuvir,Phenytoin,PHENYTOIN/SOFOSBUVIR [VA Drug Interaction],MAJOR
5792,Sofosbuvir,Primidone,PRIMIDONE/SOFOSBUVIR [VA Drug Interaction],MAJOR
5793,Sofosbuvir,Rifabutin,RIFABUTIN/SOFOSBUVIR [VA Drug Interaction],MAJOR
5794,Sofosbuvir,Rifapentine,RIFAPENTINE/SOFOSBUVIR [VA Drug Interaction],MAJOR
5795,Sofosbuvir,Tipranavir,SOFOSBUVIR/TIPRANAVIR [VA Drug Interaction],MAJOR
5796,Acetylsalicylic Acid,Warfarin,ASPIRIN/WARFARIN [VA Drug Interaction],MODERATE
5797,Theophylline,Cimetidine,AMINOPHYLLINE/CIMETIDINE [VA Drug Interaction],MAJOR
5798,Theophylline,Ciprofloxacin,AMINOPHYLLINE/CIPROFLOXACIN [VA Drug Interaction],MAJOR
5799,Ciclosporin,Phenytoin,CYCLOSPORINE/PHENYTOIN [VA Drug Interaction],MAJOR
5800,Ciclosporin,Erythromycin,CYCLOSPORINE/ERYTHROMYCIN [VA Drug Interaction],MAJOR
5801,Theophylline,Erythromycin,AMINOPHYLLINE/ERYTHROMYCIN [VA Drug Interaction],MAJOR
5802,Isocarboxazid,Pethidine,ISOCARBOXAZID/MEPERIDINE [VA Drug Interaction],MAJOR
5803,Acetylsalicylic Acid,Methotrexate,ASPIRIN/METHOTREXATE [VA Drug Interaction],MAJOR
5804,Pethidine,Pargyline,MEPERIDINE/PARGYLINE [VA Drug Interaction],MAJOR
5805,Pethidine,Phenelzine,MEPERIDINE/PHENELZINE [VA Drug Interaction],MAJOR
5806,Acetylsalicylic Acid,Probenecid,ASPIRIN/PROBENECID [VA Drug Interaction],MODERATE
5807,Pethidine,Tranylcypromine,MEPERIDINE/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
5808,Ciclosporin,Ketoconazole,CYCLOSPORINE/KETOCONAZOLE [VA Drug Interaction],MAJOR
5809,Theophylline,Phenobarbital,AMINOPHYLLINE/PHENOBARBITAL [VA Drug Interaction],MODERATE
5810,Theophylline,Phenytoin,AMINOPHYLLINE/PHENYTOIN [VA Drug Interaction],MODERATE
5811,Anisindione,Acetylsalicylic Acid,ANISINDIONE/ASPIRIN [VA Drug Interaction],MODERATE
5812,Ciclosporin,Lovastatin,CYCLOSPORINE/LOVASTATIN [VA Drug Interaction],MAJOR
5813,Amiodarone,Ciclosporin,AMIODARONE/CYCLOSPORINE [VA Drug Interaction],MODERATE
5814,Ciclosporin,Etoposide,CYCLOSPORINE/ETOPOSIDE [VA Drug Interaction],MAJOR
5815,Ciclosporin,Rifabutin,CYCLOSPORINE/RIFABUTIN [VA Drug Interaction],MAJOR
5816,Ciclosporin,Itraconazole,CYCLOSPORINE/ITRACONAZOLE [VA Drug Interaction],MAJOR
5817,Ciclosporin,Imipenem,CYCLOSPORINE/IMIPENEM [VA Drug Interaction],MODERATE
5818,Ciclosporin,Sulfadiazine,CYCLOSPORINE/SULFADIAZINE [VA Drug Interaction],MODERATE
5819,Ciclosporin,Sulfamethoxazole,CYCLOSPORINE/SULFAMETHOXAZOLE [VA Drug Interaction],MODERATE
5820,Acetylsalicylic Acid,Heparin,ASPIRIN/HEPARIN [VA Drug Interaction],MODERATE
5821,Ciclosporin,Tacrolimus,CYCLOSPORINE/TACROLIMUS [VA Drug Interaction],MODERATE
5822,Ciclosporin,Ticlopidine,CYCLOSPORINE/TICLOPIDINE [VA Drug Interaction],MODERATE
5823,Ciclosporin,Sulfacytine,CYCLOSPORINE/SULFACYTINE [VA Drug Interaction],MODERATE
5824,Ciclosporin,Sulfamethizole,CYCLOSPORINE/SULFAMETHIZOLE [VA Drug Interaction],MODERATE
5825,Ciclosporin,Sulfasalazine,CYCLOSPORINE/SULFASALAZINE [VA Drug Interaction],MODERATE
5826,Ciclosporin,Diltiazem,CYCLOSPORINE/DILTIAZEM [VA Drug Interaction],MAJOR
5827,Ciclosporin,Verapamil,CYCLOSPORINE/VERAPAMIL [VA Drug Interaction],MAJOR
5828,Clarithromycin,Ciclosporin,CLARITHROMYCIN/CYCLOSPORINE [VA Drug Interaction],MAJOR
5829,Theophylline,Norfloxacin,AMINOPHYLLINE/NORFLOXACIN [VA Drug Interaction],MAJOR
5830,Theophylline,Enoxacin,AMINOPHYLLINE/ENOXACIN [VA Drug Interaction],MAJOR
5831,Theophylline,Fluoxetine,AMINOPHYLLINE/FLUOXETINE [VA Drug Interaction],MODERATE
5832,Chloroquine,Ciclosporin,CHLOROQUINE/CYCLOSPORINE [VA Drug Interaction],MODERATE
5833,Colchicine,Ciclosporin,COLCHICINE/CYCLOSPORINE [VA Drug Interaction],MAJOR
5834,Theophylline,Clarithromycin,AMINOPHYLLINE/CLARITHROMYCIN [VA Drug Interaction],MAJOR
5835,Carbamazepine,Ciclosporin,CARBAMAZEPINE/CYCLOSPORINE [VA Drug Interaction],MAJOR
5836,Ciclosporin,Fluconazole,CYCLOSPORINE/FLUCONAZOLE [VA Drug Interaction],MAJOR
5837,Chlorpromazine,Pethidine,CHLORPROMAZINE/MEPERIDINE [VA Drug Interaction],MODERATE
5838,Clozapine,Pethidine,CLOZAPINE/MEPERIDINE [VA Drug Interaction],MODERATE
5839,Pethidine,Thioridazine,MEPERIDINE/THIORIDAZINE [VA Drug Interaction],MODERATE
5840,Pethidine,Risperidone,MEPERIDINE/RISPERIDONE [VA Drug Interaction],MODERATE
5841,Ciclosporin,Foscarnet,CYCLOSPORINE/FOSCARNET [VA Drug Interaction],MAJOR
5842,Ciclosporin,Mephenytoin,CYCLOSPORINE/MEPHENYTOIN [VA Drug Interaction],MAJOR
5843,Ciclosporin,Ethotoin,CYCLOSPORINE/ETHOTOIN [VA Drug Interaction],MAJOR
5844,Ciclosporin,Metoclopramide,CYCLOSPORINE/METOCLOPRAMIDE [VA Drug Interaction],MODERATE
5845,Ciclosporin,Trimethoprim,CYCLOSPORINE/TRIMETHOPRIM [VA Drug Interaction],MODERATE
5846,Ciclosporin,Danazol,CYCLOSPORINE/DANAZOL [VA Drug Interaction],MODERATE
5847,Acetylsalicylic Acid,Phenprocoumon,ASPIRIN/PHENPROCOUMON [VA Drug Interaction],MODERATE
5848,Pethidine,Selegiline,MEPERIDINE/SELEGILINE [VA Drug Interaction],MAJOR
5849,Acetylsalicylic Acid,Ibuprofen,ASPIRIN/IBUPROFEN [VA Drug Interaction],MODERATE
5850,Ciclosporin,Troglitazone,CYCLOSPORINE/TROGLITAZONE [VA Drug Interaction],MAJOR
5851,Ciclosporin,Rifapentine,CYCLOSPORINE/RIFAPENTINE [VA Drug Interaction],MAJOR
5852,Ciclosporin,Nefazodone,CYCLOSPORINE/NEFAZODONE [VA Drug Interaction],MODERATE
5853,Ciclosporin,Fluoxetine,CYCLOSPORINE/FLUOXETINE [VA Drug Interaction],MODERATE
5854,Simvastatin,Ciclosporin,CYCLOSPORINE/SIMVASTATIN [VA Drug Interaction],MAJOR
5855,Quinupristin,Ciclosporin,CYCLOSPORINE/QUINUPRISTIN [VA Drug Interaction],MODERATE
5856,Ciclosporin,Saquinavir,CYCLOSPORINE/SAQUINAVIR [VA Drug Interaction],MODERATE
5857,Ciclosporin,Testosterone,CYCLOSPORINE/TESTOSTERONE [VA Drug Interaction],MODERATE
5858,Ciclosporin,Methyltestosterone,CYCLOSPORINE/METHYLTESTOSTERONE [VA Drug Interaction],MODERATE
5859,Ciclosporin,Stanozolol,CYCLOSPORINE/STANOZOLOL [VA Drug Interaction],MODERATE
5860,Nandrolone,Ciclosporin,CYCLOSPORINE/NANDROLONE [VA Drug Interaction],MODERATE
5861,Ciclosporin,Pravastatin,CYCLOSPORINE/PRAVASTATIN [VA Drug Interaction],MAJOR
5862,Ciclosporin,Nicardipine,CYCLOSPORINE/NICARDIPINE [VA Drug Interaction],MODERATE
5863,Ciclosporin,Orlistat,CYCLOSPORINE/ORLISTAT [VA Drug Interaction],MAJOR
5864,Bosentan,Ciclosporin,BOSENTAN/CYCLOSPORINE [VA Drug Interaction],MAJOR
5865,Ciclosporin,Voriconazole,CYCLOSPORINE/VORICONAZOLE [VA Drug Interaction],MAJOR
5866,Pethidine,Ritonavir,MEPERIDINE/RITONAVIR [VA Drug Interaction],MODERATE
5867,Ciclosporin,Nafcillin,CYCLOSPORINE/NAFCILLIN [VA Drug Interaction],MODERATE
5868,Ciclosporin,Octreotide,CYCLOSPORINE/OCTREOTIDE [VA Drug Interaction],MODERATE
5869,Ciclosporin,Phenobarbital,CYCLOSPORINE/PHENOBARBITAL [VA Drug Interaction],MODERATE
5870,Ciclosporin,Diclofenac,CYCLOSPORINE/DICLOFENAC [VA Drug Interaction],MODERATE
5871,Ciclosporin,Rosuvastatin,CYCLOSPORINE/ROSUVASTATIN [VA Drug Interaction],MAJOR
5872,Caspofungin,Ciclosporin,CASPOFUNGIN/CYCLOSPORINE [VA Drug Interaction],MODERATE
5873,Acetylsalicylic Acid,Sulfinpyrazone,ASPIRIN/SULFINPYRAZONE [VA Drug Interaction],MODERATE
5874,Ciclosporin,Methotrexate,CYCLOSPORINE/METHOTREXATE [VA Drug Interaction],MODERATE
5875,Ciclosporin,Ranolazine,CYCLOSPORINE/RANOLAZINE [VA Drug Interaction],MAJOR
5876,Ciclosporin,Darunavir,CYCLOSPORINE/DARUNAVIR [VA Drug Interaction],MODERATE
5877,Acetylsalicylic Acid,Celecoxib,ASPIRIN/CELECOXIB [VA Drug Interaction],MODERATE
5878,Acetylsalicylic Acid,Rofecoxib,ASPIRIN/ROFECOXIB [VA Drug Interaction],MODERATE
5879,Acetylsalicylic Acid,Valdecoxib,ASPIRIN/VALDECOXIB [VA Drug Interaction],MODERATE
5880,Ciclosporin,Ezetimibe,CYCLOSPORINE/EZETIMIBE [VA Drug Interaction],MODERATE
5881,Ciclosporin,Somatropin,CYCLOSPORINE/SOMATROPIN [VA Drug Interaction],MAJOR
5882,Ciclosporin,Methoxsalen,CYCLOSPORINE/METHOXSALEN [VA Drug Interaction],MODERATE
5883,Pethidine,Rasagiline,MEPERIDINE/RASAGILINE [VA Drug Interaction],MAJOR
5884,Linezolid,Pethidine,LINEZOLID/MEPERIDINE [VA Drug Interaction],MAJOR
5885,Pethidine,Naltrexone,MEPERIDINE/NALTREXONE [VA Drug Interaction],MAJOR
5886,Acetylsalicylic Acid,Valproic Acid,ASPIRIN/VALPROIC ACID [VA Drug Interaction],MODERATE
5887,Aliskiren,Ciclosporin,ALISKIREN/CYCLOSPORINE [VA Drug Interaction],MODERATE
5888,Ciclosporin,Etravirine,CYCLOSPORINE/ETRAVIRINE [VA Drug Interaction],MODERATE
5889,Ciclosporin,Telithromycin,CYCLOSPORINE/TELITHROMYCIN [VA Drug Interaction],MAJOR
5890,Amlodipine,Ciclosporin,AMLODIPINE/CYCLOSPORINE [VA Drug Interaction],MODERATE
5891,Butoconazole,Ciclosporin,BUTOCONAZOLE/CYCLOSPORINE [VA Drug Interaction],MODERATE
5892,Tioconazole,Ciclosporin,CYCLOSPORINE/TIOCONAZOLE [VA Drug Interaction],MODERATE
5893,Posaconazole,Ciclosporin,CYCLOSPORINE/POSACONAZOLE [VA Drug Interaction],MAJOR
5894,Pitavastatin,Ciclosporin,CYCLOSPORINE/PITAVASTATIN [VA Drug Interaction],MAJOR
5895,Ketorolac,Acetylsalicylic Acid,ASPIRIN/KETOROLAC [VA Drug Interaction],MAJOR
5897,Rivaroxaban,Acetylsalicylic Acid,ASPIRIN/RIVAROXABAN [VA Drug Interaction],MAJOR
5898,Vemurafenib,Theophylline,AMINOPHYLLINE/VEMURAFENIB [VA Drug Interaction],MODERATE
5899,Crizotinib,Ciclosporin,CRIZOTINIB/CYCLOSPORINE [VA Drug Interaction],MODERATE
5900,Boceprevir,Ciclosporin,BOCEPREVIR/CYCLOSPORINE [VA Drug Interaction],MAJOR
5901,Telaprevir,Ciclosporin,CYCLOSPORINE/TELAPREVIR [VA Drug Interaction],MAJOR
5902,Ciclosporin,Ambrisentan,AMBRISENTAN/CYCLOSPORINE [VA Drug Interaction],MAJOR
5903,Dronedarone,Ciclosporin,CYCLOSPORINE/DRONEDARONE [VA Drug Interaction],MAJOR
5904,Ticagrelor,Acetylsalicylic Acid,ASPIRIN/TICAGRELOR [VA Drug Interaction],MODERATE
5905,Enzalutamide,Ciclosporin,CYCLOSPORINE/ENZALUTAMIDE [VA Drug Interaction],MODERATE
5906,Bosutinib,Ciclosporin,BOSUTINIB/CYCLOSPORINE [VA Drug Interaction],MODERATE
5907,Mifepristone,Ciclosporin,CYCLOSPORINE/MIFEPRISTONE [VA Drug Interaction],MAJOR
5908,Ciclosporin,Amobarbital,AMOBARBITAL/CYCLOSPORINE [VA Drug Interaction],MODERATE
